Order_ID,Order_Date,Customer_Name,Age,Gender,County,Branch,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Salesperson,Customer_Type
ORD01437,2025-08-25,Daniel Kariuki,59,Female,Kisumu,Kisumu,Smartphone,Tecno Camon 40,2,28000,0,56000.0,35447.71,20552.29,Mastercard,Faith,New
ORD01438,2025-02-10,Rose Kiptoo,26,Female,Kiambu,Thika,Accessories,AirPods Pro,4,36000,10,129600.0,95786.14,33813.86,Mastercard,John,Returning
ORD01439,2025-05-02,Mercy Njoroge,61,Female,Nairobi,Westlands,Smartphone,Samsung Galaxy S25,4,145000,10,522000.0,345435.24,176564.76,Cash,David,New
ORD01440,2025-04-30,Faith Kiptoo,20,Male,Nairobi,Nairobi CBD,Smartphone,Redmi Note 14,1,38000,10,34200.0,23846.22,10353.78,Mastercard,Alice,Returning
ORD01441,2025-10-16,Samuel Maina,48,Male,Kiambu,Thika,Smartphone,Samsung Galaxy S25,2,145000,15,246500.0,195630.76,50869.24,Mastercard,John,Returning
ORD01442,2025-06-08,Daniel Njoroge,45,Female,Kisumu,Kisumu,TV,Hisense 43 inch,4,43000,15,146200.0,114718.97,31481.03,Cash,John,New
ORD01443,2025-07-17,Joy Kamau,62,Male,Mombasa,Mombasa,TV,Samsung 55 inch,1,82000,15,69700.0,45225.04,24474.96,Visa,Brian,Returning
ORD01444,2025-04-12,Mary Kariuki,65,Female,Mombasa,Mombasa,Accessories,Wireless Mouse,4,2800,15,9520.0,5862.56,3657.44,Visa,Mercy,Returning
ORD01445,2025-04-25,David Kimani,21,Female,Nakuru,Nakuru,Accessories,AirPods Pro,2,36000,10,64800.0,43412.95,21387.05,M-Pesa,Mercy,Returning
ORD01446,2025-07-31,Mercy Kamau,37,Male,Nairobi,Nairobi CBD,TV,Hisense 43 inch,3,43000,10,116100.0,83864.23,32235.77,Visa,Alice,Returning
ORD01447,2025-12-03,Joseph Kimani,37,Female,Uasin Gishu,Eldoret,TV,LG OLED 65 inch,2,195000,10,351000.0,260374.37,90625.63,Cash,Alice,New
ORD01448,2025-07-22,Lilian Kariuki,55,Male,Uasin Gishu,Eldoret,Laptop,Dell Inspiron,3,87000,15,221850.0,145759.39,76090.61,Visa,John,Returning
ORD01449,2025-01-09,Esther Njoroge,60,Male,Nairobi,Westlands,Laptop,MacBook Air M4,3,210000,15,535500.0,335041.33,200458.67,Mastercard,Brian,Returning
ORD01450,2025-02-21,Grace Kiptoo,24,Male,Uasin Gishu,Eldoret,Accessories,Wireless Mouse,1,2800,5,2660.0,1657.26,1002.74,Mastercard,Kevin,Returning
ORD01451,2025-06-17,Alice Omondi,40,Male,Mombasa,Mombasa,Accessories,Mechanical Keyboard,3,9500,15,24225.0,18412.71,5812.29,M-Pesa,Mercy,New
ORD01452,2025-05-06,James Mwangi,37,Female,Nakuru,Nakuru,Accessories,Mechanical Keyboard,4,9500,0,38000.0,23927.7,14072.3,M-Pesa,Kevin,New
ORD01453,2025-03-14,Joy Otieno,26,Male,Nairobi,Westlands,Accessories,Mechanical Keyboard,4,9500,10,34200.0,24136.75,10063.25,Mastercard,Brian,Returning
ORD01454,2025-10-26,David Njoroge,61,Female,Nairobi,Nairobi CBD,Accessories,AirPods Pro,2,36000,0,72000.0,46959.72,25040.28,Visa,Alice,New
ORD01455,2025-05-13,David Kamau,42,Male,Nairobi,Nairobi CBD,Smartphone,iPhone 16,3,185000,0,555000.0,431237.0,123763.0,Visa,Mercy,New
ORD01456,2025-07-28,Brian Njoroge,65,Male,Nairobi,Nairobi CBD,Laptop,HP EliteBook,3,98000,15,249900.0,164571.9,85328.1,Visa,John,New
ORD01457,2025-12-02,Faith Mwangi,37,Male,Kiambu,Thika,Accessories,Power Bank,4,4200,0,16800.0,10189.77,6610.23,Visa,Mercy,Returning
ORD01458,2025-07-15,Lilian Mwangi,27,Male,Kiambu,Thika,Accessories,Power Bank,3,4200,0,12600.0,8733.86,3866.14,M-Pesa,Kevin,Returning
ORD01459,2025-04-17,David Mwangi,27,Male,Nakuru,Nakuru,TV,Samsung 55 inch,2,82000,5,155800.0,118877.48,36922.52,Visa,John,Returning
ORD01460,2025-06-23,Brian Achieng,39,Male,Nairobi,Westlands,Laptop,HP EliteBook,2,98000,5,186200.0,112067.05,74132.95,Cash,Mercy,Returning
ORD01461,2025-07-25,Lilian Otieno,31,Male,Nairobi,Nairobi CBD,Laptop,MacBook Air M4,2,210000,5,399000.0,259640.38,139359.62,Mastercard,Faith,New
ORD01462,2025-12-21,Faith Njoroge,45,Female,Mombasa,Mombasa,Smartphone,Tecno Camon 40,4,28000,5,106400.0,80351.27,26048.73,Visa,David,New
ORD01463,2025-01-30,Brian Maina,59,Female,Nairobi,Westlands,Smartphone,Samsung Galaxy S25,2,145000,5,275500.0,205782.86,69717.14,Visa,Faith,New
ORD01464,2025-05-01,James Kimani,35,Male,Nairobi,Nairobi CBD,Laptop,Dell Inspiron,4,87000,0,348000.0,274679.74,73320.26,Cash,Grace,Returning
ORD01465,2025-03-25,Brian Njoroge,26,Female,Nairobi,Nairobi CBD,TV,Samsung 55 inch,4,82000,15,278800.0,218372.43,60427.57,Visa,Faith,New
ORD01466,2025-09-01,Ann Mutiso,34,Female,Nairobi,Nairobi CBD,Laptop,Dell Inspiron,1,87000,15,73950.0,49690.86,24259.14,M-Pesa,Faith,New
ORD01467,2025-12-13,Ann Njoroge,27,Female,Nakuru,Nakuru,Smartphone,iPhone 16,2,185000,10,333000.0,239679.89,93320.11,Visa,John,Returning
ORD01468,2025-10-01,Alice Wanjiku,34,Male,Nairobi,Westlands,Accessories,Wireless Mouse,2,2800,15,4760.0,3401.88,1358.12,Cash,Mercy,New
ORD01469,2025-03-08,John Otieno,21,Male,Nakuru,Nakuru,Accessories,AirPods Pro,2,36000,10,64800.0,51613.46,13186.54,Mastercard,Kevin,New
ORD01470,2025-08-21,Mary Achieng,36,Male,Uasin Gishu,Eldoret,Laptop,HP EliteBook,3,98000,0,294000.0,210960.11,83039.89,Visa,David,New
ORD01471,2025-11-03,David Wanjiku,25,Female,Nairobi,Nairobi CBD,Laptop,HP EliteBook,2,98000,15,166600.0,131458.94,35141.06,Visa,Brian,New
ORD01472,2025-10-13,Samuel Kiptoo,28,Male,Mombasa,Mombasa,TV,Samsung 55 inch,2,82000,0,164000.0,110722.32,53277.68,Mastercard,David,Returning
ORD01473,2025-10-30,Michael Kimani,30,Male,Kiambu,Thika,Laptop,HP EliteBook,3,98000,10,264600.0,174744.06,89855.94,Cash,Alice,Returning
ORD01474,2025-09-18,Rose Kariuki,39,Male,Mombasa,Mombasa,Accessories,AirPods Pro,2,36000,0,72000.0,55586.61,16413.39,Mastercard,David,New
ORD01475,2025-11-10,David Kimani,61,Female,Kisumu,Kisumu,TV,Hisense 43 inch,2,43000,15,73100.0,50104.77,22995.23,M-Pesa,Mercy,Returning
ORD01476,2025-08-01,Grace Maina,29,Female,Kisumu,Kisumu,Accessories,Mechanical Keyboard,2,9500,5,18050.0,14122.5,3927.5,M-Pesa,Kevin,Returning
ORD01477,2025-02-11,Michael Mutiso,52,Male,Nairobi,Westlands,Laptop,MacBook Air M4,3,210000,5,598500.0,377163.85,221336.15,Visa,Grace,New
ORD01478,2025-06-15,Joseph Kimani,20,Male,Nakuru,Nakuru,TV,LG OLED 65 inch,4,195000,5,741000.0,509199.14,231800.86,Mastercard,Mercy,Returning
ORD01479,2025-03-30,Rose Wanjiku,36,Male,Nairobi,Nairobi CBD,Accessories,Power Bank,1,4200,10,3780.0,2769.41,1010.59,Cash,David,New
ORD01480,2025-04-10,Mercy Wanjiku,24,Male,Kiambu,Thika,Smartphone,Samsung Galaxy S25,3,145000,5,413250.0,306166.39,107083.61,M-Pesa,Grace,New
ORD01481,2025-04-01,Kevin Otieno,29,Male,Mombasa,Mombasa,TV,Hisense 43 inch,1,43000,10,38700.0,27386.65,11313.35,Mastercard,John,Returning
ORD01482,2025-07-25,Alice Mwangi,24,Male,Nakuru,Nakuru,TV,LG OLED 65 inch,1,195000,15,165750.0,109703.42,56046.58,Visa,Mercy,New
ORD01483,2025-01-22,Michael Kiptoo,54,Female,Kisumu,Kisumu,Accessories,Wireless Mouse,3,2800,10,7560.0,5709.22,1850.78,Mastercard,John,Returning
ORD01484,2025-07-24,Alice Wanjiku,25,Female,Kiambu,Thika,Laptop,HP EliteBook,3,98000,5,279300.0,173824.76,105475.24,M-Pesa,John,New
ORD01485,2025-04-02,John Kimani,29,Male,Mombasa,Mombasa,Smartphone,Samsung Galaxy S25,3,145000,5,413250.0,298509.83,114740.17,M-Pesa,Grace,Returning
ORD01486,2025-09-06,Esther Kariuki,62,Male,Nairobi,Nairobi CBD,Accessories,Power Bank,2,4200,15,7140.0,5123.85,2016.15,Visa,Grace,New
ORD01487,2025-09-21,Mercy Otieno,65,Male,Nairobi,Nairobi CBD,Laptop,Lenovo ThinkPad,4,115000,15,391000.0,236237.26,154762.74,M-Pesa,Kevin,New
ORD01488,2025-01-03,Joy Kimani,65,Male,Nakuru,Nakuru,TV,Samsung 55 inch,4,82000,5,311600.0,241363.38,70236.62,Cash,David,New
ORD01489,2025-06-17,Brian Maina,33,Male,Nakuru,Nakuru,Smartphone,Redmi Note 14,2,38000,15,64600.0,49644.47,14955.53,M-Pesa,Kevin,New
ORD01490,2025-08-19,Michael Omondi,62,Female,Nairobi,Westlands,Accessories,Power Bank,2,4200,5,7980.0,5070.99,2909.01,M-Pesa,John,New
ORD01491,2025-04-20,Ann Kamau,65,Male,Nakuru,Nakuru,TV,Hisense 43 inch,1,43000,15,36550.0,23224.11,13325.89,Mastercard,Grace,New
ORD01492,2025-08-11,Daniel Maina,24,Male,Nairobi,Nairobi CBD,Laptop,HP EliteBook,2,98000,5,186200.0,145238.57,40961.43,M-Pesa,Grace,New
ORD01493,2025-06-28,Brian Achieng,65,Male,Nakuru,Nakuru,Accessories,Mechanical Keyboard,1,9500,15,8075.0,6383.56,1691.44,Mastercard,Faith,Returning
ORD01494,2025-02-18,Mary Kamau,58,Female,Uasin Gishu,Eldoret,Laptop,MacBook Air M4,1,210000,10,189000.0,122750.29,66249.71,Cash,Mercy,Returning
ORD01495,2025-11-07,Samuel Kamau,25,Female,Nakuru,Nakuru,Smartphone,Redmi Note 14,4,38000,5,144400.0,102264.59,42135.41,Visa,David,Returning
ORD01496,2025-04-02,James Wanjiku,64,Male,Kiambu,Thika,Accessories,Power Bank,3,4200,15,10710.0,7569.54,3140.46,M-Pesa,David,New
ORD01497,2025-03-12,David Achieng,31,Female,Nakuru,Nakuru,Laptop,Dell Inspiron,3,87000,5,247950.0,178640.24,69309.76,Mastercard,Kevin,Returning
ORD01498,2025-06-02,Kevin Kariuki,56,Male,Kisumu,Kisumu,TV,Hisense 43 inch,4,43000,5,163400.0,123034.72,40365.28,Mastercard,John,Returning
ORD01499,2025-02-02,Samuel Kariuki,57,Female,Kisumu,Kisumu,Smartphone,Samsung Galaxy S25,4,145000,10,522000.0,384818.57,137181.43,Mastercard,Alice,Returning
ORD01500,2025-12-18,Rose Kariuki,36,Female,Mombasa,Mombasa,Smartphone,iPhone 16,3,185000,0,555000.0,378615.84,176384.16,M-Pesa,Alice,Returning
ORD01501,2025-09-23,David Kimani,43,Male,Kisumu,Kisumu,TV,Hisense 43 inch,1,43000,10,38700.0,25464.72,13235.28,Cash,Mercy,Returning
ORD01502,2025-01-06,David Kiptoo,25,Male,Nairobi,Westlands,Accessories,Wireless Mouse,4,2800,0,11200.0,7608.63,3591.37,Visa,Kevin,New
ORD01503,2025-10-06,Brian Maina,52,Female,Mombasa,Mombasa,Smartphone,iPhone 16,1,185000,5,175750.0,136203.93,39546.07,Cash,David,Returning
ORD01504,2025-06-06,Daniel Omondi,33,Female,Mombasa,Mombasa,Smartphone,Redmi Note 14,4,38000,5,144400.0,87060.75,57339.25,Mastercard,David,New
ORD01505,2025-01-25,James Kimani,20,Female,Kiambu,Thika,Accessories,Power Bank,1,4200,10,3780.0,2755.66,1024.34,Cash,David,Returning
ORD01506,2025-05-30,Faith Omondi,34,Male,Uasin Gishu,Eldoret,Accessories,Mechanical Keyboard,4,9500,15,32300.0,23058.86,9241.14,Mastercard,Kevin,New
ORD01507,2025-09-29,Ann Kiptoo,44,Male,Nairobi,Nairobi CBD,Smartphone,iPhone 16,4,185000,10,666000.0,517955.61,148044.39,Cash,Kevin,New
ORD01508,2025-05-19,Alice Maina,34,Male,Nakuru,Nakuru,Smartphone,Tecno Camon 40,4,28000,10,100800.0,73891.75,26908.25,Mastercard,John,Returning
ORD01509,2025-03-26,Alice Mwangi,42,Male,Uasin Gishu,Eldoret,Laptop,MacBook Air M4,3,210000,10,567000.0,409519.36,157480.64,Mastercard,Faith,New
ORD01510,2025-06-11,Joseph Kiptoo,29,Male,Nairobi,Nairobi CBD,Smartphone,Redmi Note 14,2,38000,5,72200.0,56776.2,15423.8,Visa,Faith,New
ORD01511,2025-05-13,Ann Maina,48,Female,Mombasa,Mombasa,TV,Hisense 43 inch,3,43000,10,116100.0,83529.02,32570.98,Mastercard,David,New
ORD01512,2025-02-19,Grace Omondi,32,Female,Nairobi,Nairobi CBD,Accessories,AirPods Pro,2,36000,10,64800.0,43195.9,21604.1,Visa,Brian,New
ORD01513,2025-03-27,Rose Mwangi,18,Male,Kisumu,Kisumu,Laptop,HP EliteBook,1,98000,0,98000.0,77014.2,20985.8,Mastercard,Brian,New
ORD01514,2025-11-21,Samuel Achieng,28,Female,Uasin Gishu,Eldoret,TV,Hisense 43 inch,2,43000,10,77400.0,55042.0,22358.0,Visa,David,New
ORD01515,2025-04-03,Lilian Njoroge,37,Male,Kiambu,Thika,TV,Samsung 55 inch,3,82000,0,246000.0,167579.15,78420.85,Visa,Faith,Returning
ORD01516,2025-11-11,John Achieng,22,Male,Mombasa,Mombasa,Smartphone,Samsung Galaxy S25,3,145000,10,391500.0,281824.12,109675.88,Visa,Faith,Returning
ORD01517,2025-06-07,Peter Achieng,32,Female,Kiambu,Thika,Laptop,Dell Inspiron,2,87000,10,156600.0,107689.45,48910.55,Visa,Grace,Returning
ORD01518,2025-03-02,Joy Kariuki,37,Female,Nairobi,Westlands,TV,LG OLED 65 inch,2,195000,0,390000.0,260002.86,129997.14,Mastercard,Kevin,New
ORD01519,2025-04-10,Faith Omondi,31,Female,Nairobi,Nairobi CBD,Smartphone,iPhone 16,2,185000,5,351500.0,240926.82,110573.18,Cash,Faith,New
ORD01520,2025-10-13,John Mutiso,29,Female,Nakuru,Nakuru,Accessories,Wireless Mouse,1,2800,10,2520.0,1928.91,591.09,Mastercard,Mercy,Returning
ORD01521,2025-12-17,John Mutiso,29,Male,Kisumu,Kisumu,TV,LG OLED 65 inch,3,195000,5,555750.0,436439.61,119310.39,M-Pesa,Faith,New
ORD01522,2025-02-21,Esther Kariuki,24,Female,Kisumu,Kisumu,Accessories,Wireless Mouse,3,2800,10,7560.0,5850.47,1709.53,Mastercard,Grace,Returning
ORD01523,2025-08-15,Michael Kiptoo,55,Female,Nakuru,Nakuru,Smartphone,Redmi Note 14,2,38000,5,72200.0,55068.86,17131.14,M-Pesa,Alice,Returning
ORD01524,2025-11-19,Joseph Maina,39,Male,Nakuru,Nakuru,Smartphone,Samsung Galaxy S25,1,145000,0,145000.0,102435.71,42564.29,Visa,Faith,New
ORD01525,2025-10-23,James Omondi,32,Female,Nairobi,Westlands,Smartphone,Samsung Galaxy S25,4,145000,10,522000.0,407640.46,114359.54,M-Pesa,Alice,Returning
ORD01526,2025-05-22,Esther Omondi,37,Female,Nakuru,Nakuru,TV,LG OLED 65 inch,2,195000,10,351000.0,268436.74,82563.26,Mastercard,David,Returning
ORD01527,2025-09-24,Kevin Omondi,65,Male,Uasin Gishu,Eldoret,Smartphone,iPhone 16,2,185000,0,370000.0,254641.95,115358.05,Mastercard,Grace,New
ORD01528,2025-06-03,Esther Omondi,30,Female,Nairobi,Nairobi CBD,Accessories,AirPods Pro,3,36000,10,97200.0,76125.18,21074.82,Visa,David,New
ORD01529,2025-05-17,Mercy Kamau,49,Male,Nakuru,Nakuru,Accessories,AirPods Pro,1,36000,5,34200.0,25486.66,8713.34,Cash,Brian,Returning
ORD01530,2025-08-11,Daniel Otieno,23,Male,Nakuru,Nakuru,Accessories,AirPods Pro,3,36000,10,97200.0,69525.95,27674.05,Cash,Mercy,New
ORD01531,2025-08-16,Samuel Kariuki,21,Female,Mombasa,Mombasa,Laptop,Lenovo ThinkPad,4,115000,5,437000.0,281516.38,155483.62,Visa,Grace,Returning
ORD01532,2025-09-16,Daniel Mwangi,64,Female,Kiambu,Thika,Smartphone,Redmi Note 14,2,38000,5,72200.0,53042.95,19157.05,Cash,Grace,New
ORD01533,2025-10-22,Grace Kariuki,23,Male,Nairobi,Westlands,Laptop,Lenovo ThinkPad,3,115000,5,327750.0,239016.17,88733.83,Visa,David,New
ORD01534,2025-05-05,Joseph Mwangi,54,Male,Kiambu,Thika,TV,Hisense 43 inch,1,43000,0,43000.0,26167.36,16832.64,Visa,Kevin,New
ORD01535,2025-06-03,Mercy Wanjiku,47,Male,Kisumu,Kisumu,Smartphone,Redmi Note 14,4,38000,5,144400.0,97588.83,46811.17,Mastercard,Mercy,Returning
ORD01536,2025-02-10,Mercy Wanjiku,40,Female,Nakuru,Nakuru,Laptop,HP EliteBook,3,98000,5,279300.0,212183.05,67116.95,Cash,Kevin,Returning
ORD01537,2025-10-06,David Kamau,23,Female,Kiambu,Thika,TV,LG OLED 65 inch,2,195000,0,390000.0,284751.6,105248.4,Mastercard,John,New
ORD01538,2025-10-27,Ann Kariuki,29,Female,Mombasa,Mombasa,Smartphone,Samsung Galaxy S25,4,145000,10,522000.0,338892.77,183107.23,Cash,Mercy,New
ORD01539,2025-08-30,Ann Kiptoo,47,Male,Uasin Gishu,Eldoret,Laptop,Lenovo ThinkPad,4,115000,15,391000.0,234966.44,156033.56,M-Pesa,Alice,New
ORD01540,2025-09-24,John Kamau,34,Female,Nairobi,Nairobi CBD,Accessories,AirPods Pro,1,36000,0,36000.0,26088.85,9911.15,Mastercard,David,New
ORD01541,2025-06-21,Daniel Njoroge,37,Female,Uasin Gishu,Eldoret,TV,Samsung 55 inch,3,82000,0,246000.0,149443.69,96556.31,Cash,Mercy,Returning
ORD01542,2025-04-20,James Maina,27,Female,Kisumu,Kisumu,Laptop,Lenovo ThinkPad,2,115000,0,230000.0,150111.67,79888.33,Visa,Alice,Returning
ORD01543,2025-03-01,Esther Kariuki,32,Female,Uasin Gishu,Eldoret,Laptop,MacBook Air M4,4,210000,0,840000.0,574289.37,265710.63,Mastercard,Alice,New
ORD01544,2025-10-19,Brian Kiptoo,50,Female,Nakuru,Nakuru,Accessories,Mechanical Keyboard,3,9500,10,25650.0,15963.97,9686.03,M-Pesa,David,Returning
ORD01545,2025-03-11,Ann Otieno,47,Female,Nairobi,Westlands,Smartphone,Tecno Camon 40,1,28000,0,28000.0,21042.33,6957.67,Visa,Kevin,New
ORD01546,2025-06-06,Mercy Kariuki,50,Male,Nakuru,Nakuru,Accessories,Wireless Mouse,4,2800,15,9520.0,6953.22,2566.78,Visa,Brian,New
ORD01547,2025-04-20,Michael Maina,48,Female,Nairobi,Nairobi CBD,TV,Samsung 55 inch,2,82000,0,164000.0,118245.41,45754.59,Cash,David,New
ORD01548,2025-09-20,Joseph Mwangi,29,Male,Kisumu,Kisumu,Laptop,Dell Inspiron,3,87000,5,247950.0,196866.77,51083.23,Visa,Grace,New
ORD01549,2025-04-30,John Kariuki,20,Female,Kisumu,Kisumu,Accessories,Wireless Mouse,1,2800,10,2520.0,1894.01,625.99,Cash,Kevin,New
ORD01550,2025-12-29,Ann Wanjiku,55,Female,Nairobi,Nairobi CBD,Laptop,HP EliteBook,3,98000,10,264600.0,211565.2,53034.8,M-Pesa,Grace,New
ORD01551,2025-11-15,Ann Wanjiku,57,Female,Nairobi,Nairobi CBD,Laptop,HP EliteBook,3,98000,15,249900.0,151347.5,98552.5,Mastercard,Mercy,Returning
ORD01552,2025-05-11,Lilian Kamau,31,Male,Nairobi,Westlands,TV,Samsung 55 inch,4,82000,10,295200.0,223965.34,71234.66,M-Pesa,Alice,New
ORD01553,2025-05-16,Mercy Kiptoo,44,Male,Nairobi,Nairobi CBD,Smartphone,Samsung Galaxy S25,2,145000,10,261000.0,176570.25,84429.75,Mastercard,Grace,Returning
ORD01554,2025-04-21,Mary Achieng,18,Male,Nakuru,Nakuru,Accessories,Power Bank,2,4200,0,8400.0,6609.54,1790.46,M-Pesa,Kevin,New
ORD01555,2025-11-01,David Kimani,43,Female,Kiambu,Thika,Laptop,MacBook Air M4,3,210000,5,598500.0,408089.64,190410.36,Cash,Kevin,Returning
ORD01556,2025-08-27,Ann Kariuki,38,Male,Nairobi,Nairobi CBD,Smartphone,Tecno Camon 40,2,28000,5,53200.0,35468.85,17731.15,Cash,Kevin,Returning
ORD01557,2025-04-21,Rose Achieng,23,Male,Uasin Gishu,Eldoret,Smartphone,Tecno Camon 40,2,28000,5,53200.0,32915.1,20284.9,M-Pesa,John,New
ORD01558,2025-09-18,Ann Otieno,59,Female,Kisumu,Kisumu,Laptop,HP EliteBook,1,98000,0,98000.0,74563.59,23436.41,Visa,David,Returning
ORD01559,2025-07-28,Faith Achieng,25,Male,Nakuru,Nakuru,Smartphone,Tecno Camon 40,1,28000,15,23800.0,15502.54,8297.46,M-Pesa,John,New
ORD01560,2025-03-16,Grace Maina,36,Male,Nairobi,Westlands,TV,Samsung 55 inch,1,82000,15,69700.0,42034.63,27665.37,Visa,Mercy,New
ORD01561,2025-10-28,Peter Otieno,27,Male,Nakuru,Nakuru,TV,LG OLED 65 inch,4,195000,15,663000.0,514925.84,148074.16,Mastercard,Kevin,New
ORD01562,2025-12-12,Brian Kamau,59,Female,Mombasa,Mombasa,Smartphone,iPhone 16,2,185000,15,314500.0,214424.55,100075.45,Mastercard,Alice,New
ORD01563,2025-12-13,Kevin Maina,40,Female,Nakuru,Nakuru,TV,Samsung 55 inch,4,82000,0,328000.0,205420.71,122579.29,Cash,Grace,Returning
ORD01564,2025-10-02,Lilian Otieno,28,Female,Nakuru,Nakuru,Accessories,Mechanical Keyboard,4,9500,10,34200.0,23796.15,10403.85,Mastercard,John,New
ORD01565,2025-04-20,Samuel Kamau,21,Male,Nakuru,Nakuru,TV,LG OLED 65 inch,4,195000,10,702000.0,424518.44,277481.56,M-Pesa,Faith,New
ORD01566,2025-10-17,Faith Kariuki,20,Female,Mombasa,Mombasa,Laptop,MacBook Air M4,4,210000,10,756000.0,460194.15,295805.85,Mastercard,Brian,Returning
ORD01567,2025-11-08,Kevin Kimani,38,Male,Mombasa,Mombasa,TV,Hisense 43 inch,4,43000,10,154800.0,106782.51,48017.49,Cash,Mercy,New
ORD01568,2025-04-25,Lilian Omondi,44,Female,Mombasa,Mombasa,Accessories,Wireless Mouse,2,2800,0,5600.0,3548.35,2051.65,M-Pesa,Brian,Returning
ORD01569,2025-12-18,Kevin Mwangi,40,Female,Nairobi,Nairobi CBD,Laptop,HP EliteBook,1,98000,0,98000.0,59204.18,38795.82,Mastercard,Brian,Returning
ORD01570,2025-07-26,Samuel Kimani,55,Male,Nakuru,Nakuru,Smartphone,Samsung Galaxy S25,1,145000,0,145000.0,94311.55,50688.45,Mastercard,Kevin,New
ORD01571,2025-10-24,John Kamau,54,Male,Uasin Gishu,Eldoret,Laptop,HP EliteBook,4,98000,5,372400.0,292990.82,79409.18,Mastercard,Kevin,Returning
ORD01572,2025-01-05,Daniel Wanjiku,39,Female,Nakuru,Nakuru,Smartphone,Tecno Camon 40,4,28000,10,100800.0,68312.32,32487.68,Cash,Kevin,New
ORD01573,2025-11-02,Lilian Omondi,35,Male,Nairobi,Westlands,Accessories,AirPods Pro,1,36000,5,34200.0,27039.15,7160.85,Cash,Grace,New
ORD01574,2025-06-12,John Njoroge,56,Female,Kiambu,Thika,TV,LG OLED 65 inch,2,195000,10,351000.0,221135.7,129864.3,Cash,Brian,Returning
ORD01575,2025-12-07,James Otieno,41,Male,Mombasa,Mombasa,Laptop,Dell Inspiron,4,87000,15,295800.0,179253.1,116546.9,Visa,John,Returning
ORD01576,2025-05-26,Lilian Wanjiku,35,Female,Kisumu,Kisumu,Accessories,Wireless Mouse,1,2800,0,2800.0,1712.79,1087.21,M-Pesa,Alice,New
ORD01577,2025-03-13,Daniel Otieno,62,Male,Nairobi,Westlands,Laptop,Lenovo ThinkPad,3,115000,0,345000.0,217301.14,127698.86,Mastercard,Mercy,New
ORD01578,2025-09-29,Joy Omondi,22,Female,Mombasa,Mombasa,TV,Samsung 55 inch,4,82000,5,311600.0,236172.15,75427.85,Visa,Brian,Returning
ORD01579,2025-06-09,Brian Kimani,40,Female,Nairobi,Nairobi CBD,Smartphone,Redmi Note 14,1,38000,5,36100.0,26134.63,9965.37,M-Pesa,David,New
ORD01580,2025-10-09,Faith Njoroge,44,Male,Kiambu,Thika,Laptop,Dell Inspiron,3,87000,0,261000.0,171574.34,89425.66,Mastercard,Grace,New
ORD01581,2025-02-01,Samuel Kariuki,29,Male,Nairobi,Nairobi CBD,TV,LG OLED 65 inch,4,195000,0,780000.0,476390.01,303609.99,M-Pesa,Brian,New
ORD01582,2025-08-23,John Mwangi,23,Male,Nairobi,Westlands,Laptop,Lenovo ThinkPad,1,115000,10,103500.0,63954.13,39545.87,Cash,Alice,Returning
ORD01583,2025-01-06,Ann Wanjiku,45,Female,Uasin Gishu,Eldoret,TV,Samsung 55 inch,3,82000,10,221400.0,149747.68,71652.32,Cash,Alice,New
ORD01584,2025-03-15,Samuel Kamau,32,Female,Kisumu,Kisumu,Smartphone,Samsung Galaxy S25,1,145000,10,130500.0,84475.2,46024.8,Visa,Faith,New
ORD01585,2025-06-08,Ann Kiptoo,34,Male,Mombasa,Mombasa,Accessories,AirPods Pro,4,36000,15,122400.0,86530.88,35869.12,M-Pesa,David,New
ORD01586,2025-12-14,Kevin Achieng,60,Male,Kisumu,Kisumu,Accessories,AirPods Pro,4,36000,15,122400.0,90663.94,31736.06,Mastercard,David,Returning
ORD01587,2025-03-20,Kevin Maina,22,Female,Kisumu,Kisumu,Accessories,Mechanical Keyboard,3,9500,15,24225.0,16798.01,7426.99,Cash,Mercy,New
ORD01588,2025-11-24,Mercy Mutiso,18,Male,Kisumu,Kisumu,Smartphone,Redmi Note 14,4,38000,10,136800.0,108716.45,28083.55,M-Pesa,Brian,Returning
ORD01589,2025-05-20,Mercy Maina,21,Female,Kiambu,Thika,Accessories,Power Bank,2,4200,0,8400.0,5293.37,3106.63,Visa,John,Returning
ORD01590,2025-11-06,Joy Kiptoo,40,Female,Nakuru,Nakuru,Laptop,MacBook Air M4,4,210000,10,756000.0,574715.71,181284.29,Cash,Grace,New
ORD01591,2025-12-10,Rose Achieng,30,Male,Nakuru,Nakuru,Laptop,Lenovo ThinkPad,2,115000,0,230000.0,177430.03,52569.97,Mastercard,Brian,Returning
ORD01592,2025-04-26,David Njoroge,55,Female,Nakuru,Nakuru,Laptop,MacBook Air M4,3,210000,15,535500.0,378795.6,156704.4,Mastercard,John,Returning
ORD01593,2025-01-10,Joy Otieno,24,Male,Nairobi,Westlands,Smartphone,iPhone 16,3,185000,10,499500.0,319287.72,180212.28,Visa,Grace,New
ORD01594,2025-05-07,James Otieno,63,Female,Nairobi,Nairobi CBD,TV,Hisense 43 inch,4,43000,0,172000.0,131538.57,40461.43,M-Pesa,Faith,New
ORD01595,2025-02-21,Esther Kamau,21,Male,Nairobi,Westlands,Laptop,MacBook Air M4,2,210000,0,420000.0,301952.66,118047.34,Cash,Grace,New
